clean_content,Aspek,Sentimen
tokopedia terlalu privasi nomor telepon sehingga menyulitkan driver dan komunikasi sama pelanggan jika tidak ada perubahan kebijakan sebaiknya kalian di boikot saja bagi kalian para pembaca mending belanja di shoope atau lazada saja masih gampang kirim barang gampang komunikasi gampang dan tidak ribet,Pelayanan,Positif
katanya diskon untuk pengguna baru tapi pas di pakai malah batal otomatis ini kenapa ya,Harga,Netral
tidak ada expedisi yang lain apa utk gratis ongkir nya biasa 2 hari sudah sampe ini kok smggu blm sampe kalau begini terus siap2 d tinggal konsumen mn sekarang ada biaya untuk setiap transaksi bukan nya makin bagus malah makin buruk pelayanan nya,Pelayanan,Positif
bagusss buat pertama kali order gratis tapi kok ada yang dibatalkan ya pnya teman mksihh,Harga,Positif
alhamdulillah sudah sejak 2019 masuk e commerce tokopedia selalu lancar dan aman tanpa banyak kendala yang berarti ada sedikit min adalah sebuah kewajaran namanya kehidupan semuanya tak ada yang sempurna dan abadi saat ini peringkatku masih bertahan diamond dan ikut plus tokopedia dengan sedikit biaya admin namun banyak manfaat bagiku tokopedia sudah menjadi sebuah kebutuhan joint partner e commerce dll next tc salam sukses selalu tokopedia mantaf jaya godbless aamiin nb,Pelayanan,Positif
terimakasih untuk sementara tak kasih bintang 4 dulu karna saya masih baru disini alhamdulillah selama gabung disini saya sangat terbantu dan mudah untuk mencari apa yang saya butuhkan,Kualitas,Positif
belanja di tokopedia ketemu seller yang menjual barang tidak sesuai yang buat kesel mau retur tidak segampang itu jasa pengiriman tutup jam 5 sore sedangkan saya kerja dan di beri waktu 2 hari untuk retur di hari biasa makanya saya makin jarang belanja di tokopedia seller kek begini yang jualan sembarangan dibiarkan saja,Pelayanan,Netral
sangat disayangkan pemberlakuan sistem yang baru voucher cashback tidak bisa digabung gratis ongkir tolong dikaji ulang agar pelanggan setia masih menggunakan tokopedia,Harga,Positif
tidak bisa gabung lagi gratis ongkir sama voucher diskon padahal sudah ada biaya penanganan so baddd,Harga,Netral
saya rubah karena kesbek tidak seperti dulu pengirian juga tidak tau mana yang dapat potongan biasanya bisa tau jne tempat saya lambat n tidak profeaonal bisanya sicepat atau jnt barang bisa d pantau tolong perbaiki lagi sistemnya,Pelayanan,Positif
mohon maaf saya kasih bintang 1 tapi mohon untuk diperbaiki pengiriman instan 3 jamnya soalnya malahan lebih mengutamakan 3 jam lebih untuk mencari kurir yang bisa mengantar daripada mengantar barangnya kurang atau pas 3 jam saya memesan barang jam 11 pada tanggal 3 april 2024 belum sampai siang jni malahan sore atau malamnya mohon di perbaiki pengiriman instannya ya kak,Pelayanan,Positif
saya pengguna baru mau awal co kok susah lodingnya lma bnget smpai setres saya sbenernya aplikasinya bagus apa tidak sih klau jlek mnding saya tidak jadi pkai aplikasi ini saya hapus,Kualitas,Positif
duit belum balik juga sudah 10hari kelamaan proses hati2 untuk pengguna app ini kalau mau belanja barang original harga mahal ternyata kw barangnya,Kualitas,Negatif
cobakalau bisa promosi jangan menipu gitu kata nya gratis ongkir sekali mau di beli barang nya ongkir nya lebih gede dri pada harga barang nya,Harga,Netral
sangat kecewa apk tidak bisa dibuka selalu timeout saat ingin mengecek barang pesanan sudah sampai mana jaringan bagus stabil paket internet masih banyak terus apa yang salah tolong untuk yang pembuat apk tokopedia segera perbaiki kerusakannya sangat mempersulit saya dan orang lain yang menggunakannya,Pelayanan,Positif
promo 0 rupiah untuk pengguna baru tipu2 blm pernah transaksi kok di batalkan tidak guna si ini,Harga,Netral
bagi kami pembeli dari luar daerah yang akan membeli beberapa barang sekaligus sangat terkendala dengan ongkos kirim apabila di hitung per item sekian dan terima kasih,Harga,Positif
bgini saya punya saldo refund 300rb kenapa harus pindah ke rekening tidak bisa di pakai langsung padahal sebelum update terbaru masih bisa di pakai langsung mohon di mengerti jangan mempersulit pembeli mohon dengan sangat di update terbaru saldo tokopedia refundnya tidak perlu di tarik ke rekening bank,Pelayanan,Netral
aku jual knalpot r9 2silinder punya kawasaki ninja 4tak aku jual knalpotnya seharga 800rb bekas tapi stelah baraang sda sampe di tangan pembeli dan sipembeli bayar sesuai aplikasi 820000 sudah sma ongkos nah uang yang masuk ke saldo tokopedia hanya 800 perak sisa nyabntah kmna saya feedback ke aplikasinya katanya kena pajak pajak apaan segede itu,Pelayanan,Netral
seneng banget malahan belanja di tokopedia gratis ongkir nya alhamdulillaah banyaaaak jadi belanja lebih murah belum ada kendala yang gimana2 juga selama belanja di tokopedia alhamdulillaah lebih nyaman sih menurutku belanja di tokopedia tapi memang tidak selengkap sebelah ya,Pelayanan,Positif
yah memang bisa cod banyak diskon pengiriman cepet tapi mohon kalau buat iklan janganlah alay alay ada doditmemangjshqhsbwhwgw gajelas iklan hanya video 1 detik diulang ulang pokoknya benci aku sampai pukul tv saya karena marah haaaaaaaaa alay,Pelayanan,Netral
tokopedia jadi salah satu aplikasi yang membantu buat kita yang lagi ikut program kartu prakerja the best sih pokonya bisa menyediakan pelatihan yang membantu kami para pencari kerja yang butuh modal ilmu dan pengetahuan terimakasih tokopedia,Pelayanan,Positif
parah nih tokopedia kebanyakan biaya ini ono ini ono gratis ongkir sih gratis tapi kenapa kan sudah ada biaya layanan pada saat chekout ini di tambah lagi ada biaya jasa aplikasi udah kaya aplikasi ojol driver aja minta tambahan biaya lagi hadehhh jadi males belanja di tokopedia,Pelayanan,Negatif
penyelesaian masalah bertele tele tiap cs omongannya beda beda entah yang mana yang benar prosedurnya males saya belanja di sini lagi saya sudah hapus akun cari e commerce lain aja ato kalau semua e commerce sama aja dalam menyelesaikan permasalahan mending saya tidak belanja online lagi,Pelayanan,Netral
paketannya disappear tidak jelas banget beli barang pakai potongan harga malah di cancel otomatis alasan melanggar s k tidak jelas banget,Harga,Negatif
kenapa sekarang tokopedia ada tambahan biaya pelayanan 1rb dan mengapa minimal belanja wib jadi minimal 20rb bkn 10rb seperti kemarin dan kurir pengiriman yang melebihi waktu estimasi kenapa di bebankan kpda pembeli untuk memakluminya,Pelayanan,Netral
jadi tidak suka aja mau belanjain buat orang tua tidak jadi gara2 diskon tidak bisa dipake,Harga,Netral
sangat kecewa barang dinyatakan hilang di kurir komplain 7 hari plus 3 hari saldo refund tidak masuk tiba tiba komlpain selesai penjual terima dana lucu pembeli tidak terima saldo refund jadi ragu belanja di tokopedia dngn nominal lumayan,Pelayanan,Negatif
lah kok setiap saya beli barang katanya gratis ongkir trus cod tapi kenyataannya malah bayar di supermarket trus harus bayar ongkir heran tolong perbaiki lagi kak untuk ada fitur cod terus jangan ngebohong gratis ongkir kak cuman begitu saja terima kasih,Kualitas,Positif
kalau boleh jujur penawaran tokopedia sangat baik tapi kesalahan fatal di ui yang tidak ramah pusing ketika memilih produk dikarenakan kesan ketika melihat lebih ke berantakan saya menyarankan tokopedia menganti ui nya,Kualitas,Positif
aplikasi yang sangat luar biasa sangat cocok bwat saya selaku ekonomi menengah kebawah dengan gratis ongkirnya apliksasi yang sangat mendukung adanya umkm di seluruh indonesia semoga tambah jaya tokopedia kami selaku rakyat indonesia yang sll mendukungmu umkm maju bersama tokopedia,Pelayanan,Netral
aku satu keluarga pakai vocher diskon malah dibatalin app tidak jls padahal hp beda akun beda no hp pun beda mslh alamat jls sama padahal sudah verifikasi ktp tapi tetep dibatalin dsr tidak jls,Kualitas,Negatif
hati2 belanja d tokopedia banyak penjual yang bikin jebakan batman dijudul tidak sesuai dengan dkripsi lbh baik d shoppe d tindaklanjuti brg tidak sesuai bisa dkomplain dan diretur andaikan saya bisa lampirkan buktinya pasti sudah saya lampirkan sayangny di ulasan ini tidak bisa melampirkan buktinya jadi bagaimana utk menjelaskannya komplain d aplikasi tokopedia tidak bisa2 y percuma lbh baik komplain dsini biar tidak ada pembeli yang dirugikan trutama toko usaha anak muda234 hati2 dengan toko ini,Pelayanan,Positif
tidak adanya fitur report untuk ketegasan penjual yang lama menunggu konfirmasi 1x24jam itu lama tolong di pangkas lagi jadi 12 jam dan sangsibtegas kepada penjual seperti itu karna sangat merugikan pembeli yang tidak biasa menaruh uang di tokopedia,Pelayanan,Negatif
dukun bagus dapat geratis ongkir sekarang malah tidak ada geratis ongkir mending pendah langganan ke shoopy,Harga,Positif
mungkin ke depan untuk promo kiranya bisa mnjangkau juga untuk pembelian pulsa dengan nominal yang kecil trm kasih,Harga,Netral
bagus banget di sini kita bisa berbelanja bebas ongkir dengan min belanja 50 ribu tapi kadang kadang ada juga bebas ongkir min belanja 10 ribu dan di sini kita bisa berbelanja 0 ribu untuk pengguna baru dan itu juga gratis ongkir juga dan bisa kok pengguna lama belanja 0 ribu caranya pergi ke tanam telur kalian bisa pilih gopay coin atau vocher tapi aku saranin sih pilih gopay coin aja biar bisa belanja 0 ribu,Kualitas,Positif
sudah berkurang sekarang tidak bisa gabung voucher gratis ongkir cashback malah mirip aplikasi shopee jadinya semogs bisa digabung lagi baru kasih 5 bintang,Kualitas,Negatif
kualitas barang bagus banyak yang tapi harganya mahal ongkir sudah ada discoud tetap mahal jarang sekali dapat gratis ongkir,Harga,Positif
mudah selalu dan harus di tingkatkan soal pembayaran nya dan ongkir nya jangan mahal2,Harga,Positif
kami para pengguna khusnya area pegunungan dan jauh dari kota butuh cod kaya app belanja sebelah loh paling banyak yang belanja disitu hanya gara gara fitur cod doang,Kualitas,Netral
beli promo 100 pakai akun baru tapi di batalkan sepihak dan uang di refaun ke saldo tokopedia dan tidak bisa redaun bank dan hari verifikasi lengkap kalau emang tidak bisa pakai akun ke 2 mengapa harus bisa di transfer dulu haduh,Harga,Negatif
belanja di tokopedia bnyak untung nya benar gratis ongkir dan bnyak coin gopay terima kasih,Harga,Positif
gila nih aplikasi bikin iklan ganggu banget sampe tidak bisa buka aplikasi lain hp tidak bisa dipake garagara iklan die terus,Kualitas,Netral
mohon maaf untuk pihak tokopedia saya hanya ingin sedikit komplain ketika saya bayar kok sistem tiba tiba di batalin yah sama sistem alasannya karena manipulasi dana saya nggak tahu soal itu saya bayar dengan jujur kok malah di batalin tolong untuk pihak tokopedia untuk menanyakan terlebih dahulu orang nya terima kasih,Pelayanan,Positif
kata pengguna baru belnja 0rupiah tapi pas d belnjain dh d byr ongkirnya d batalin trus tidak dapat lagi yang belnja 0rupiah kecewa banget,Harga,Negatif
apa hak tokopedia menahan pengembalian dana 14hari yang salah penjual kita order bertanya barang tersedia dan transfer setelah transfer konfrmasi barang kosong waktu pembatalan orderan dana di pihak tokopedia dikembalikan dalam waktu 14hari tidak termasuk sabtu munggu ini sama aja nyolong uang kita untuk digandakan aplikasi ampad,Pelayanan,Negatif
hallo topet kapan nii metode pembayaran melalui gopay bisa dilakukan karena saya peng una e walet gopay klw sudah ada saya akan berikan bintang 5,Kualitas,Positif
tokopedia jika ada masalah seperti barang tidak sampai atau brg rusak dll sgt lama penyelesaiannya tidak seperti shoppee lbh cpt padahal aku sudah member platinum habisin wkt dan tenaga aj jika komplain terus nih kebanyakan complain karena pengiriman bebas ongkir itu pengiriman melalui antar aj coba diputus aj lah tuh pengiriman santoloyo ganti dengan yang lain bikin emosi aj tuh antar aj,Pelayanan,Negatif
terimaksih tokopedia sudah memudahkan kebutuhan saya apalahgi di era pandemi seperti ini sedikit saran tambahkan fitur map biar si kurir gag kebingungan mencari alamat rumah padahal sudah sedetail mungkin alamat yang saya input tapi masih sering bingung kurirnya,Pelayanan,Positif
tolong dong bikin aturan nya yang jelas minimal infoin saat mau bayar masa suami istri tidak boleh pakai akun sama an saya beli emas bayar nya pakai bni istri eh ternyata itu termasuk penyalahgunaan voucher cashback cashback nya jadi tidak dapet deh kalau tidak boleh harus nya daftar account nya pakai kartu keluarga bukan pakai nomor handphone terimakasih,Harga,Positif
hai guys welcome back to my channel gua make aplikasi ini bagus kali banyak diskon banyak vouchernya dan bebas ongkir pokoknya bagus okey bye guys,Kualitas,Positif
sekarang gratis ongkir tidak bisa dgabung sama cb dari tokopedia jadi mengsedihhh tidak bisa dapet barang cuan lagi buat djual soalnya jatuhnya tetep mahal kalau tidak bisa dgabung,Harga,Netral
kenapa saya tidak bisa instal awalnya apk tidak bisa di buka di suruh ada update dan pas update tidak bisa akhirnya saya hapus setelah di hapus ingin di instal kembali kenapa tidak bisa,Kualitas,Negatif
baru pertama kali download dan pesan barang statusnya sudah sampai dan diterima sama orang lain padahal alamat dan nama saya sudah jelas lagian seenaknya aja kasi paket ke orang lain udah itu tidak ada foto orang yang terima barang saya bikin jengkel,Pelayanan,Negatif
tidak usadi bong o gi aku perna beli sampokatanya geratis ongkir saat sa ya beli eeee harga benda murah tapi ada ong kos duapulu,Harga,Positif
aplikasih nya keren kita bisa jual beli barang sesuai dengan yang kita mau tapi saya punya kendala karna setiap saya membeli kok ongkirnya tetap sama,Kualitas,Positif
jika boleh memberi saran untuk pencarian nya di tambahin fitur foto atau camera dong agar lebih mudah untuk mencari sesuatu yang kita cari terimakasih,Kualitas,Positif
saya beli ngk pakai vocer ngk pakai promo di batalkan sepihak di karenakan nama sama la kok aneh masalah nama kan bukan salah nya kita,Harga,Netral
ngisi pulsa kok menunggu konfirmasi operator masih tdr apa gimana haduhhhh saya turunkan bintangnya deh kecewaaa kl urusan kendala produk digital,Kualitas,Negatif
sudah nyaman pakai aplikasi orange dan ini terpaksa pakai aplikasi ijo gilaa beda jauh banget sama aplikasi orange nyari barang ribet tidak bisa masukin foto barang sampe nya lama kurir pada lemot nyari alamat aja pada males bilangnya alamat tidak jelas woiii itu alamat sama gue inputnya sma alamat di aplikasi orange,Pelayanan,Negatif
sekarang di tokopedia ada maling by sistem setiap transaksi yang di cancel oleh system maka tokopedia mendapat rp 1000 berupa biaya aplikasi saya yakin itu program rekayasa untuk merugikan pelanggan,Kualitas,Negatif
ux nya keren abis deh tidak pusing lagi karena harus klik ini itu di menu nya sudah bener2 simple dan easy surfing jadi betah di app nya saran tambahin pembayaran via gopay jg dong kn kemarin abis jadian sama gojek tidak afdol kalau tidak sama gopay ny jg,Kualitas,Positif
jangan blanja di sini parahhhh pelayanannya apa lagi expedisi nya bobrok semua yang ada makan ati blanja di sini saya dari jkt tanah abang status paket dh sampe di tanah abang tidak dikirim 2 kn sialannn no recommended,Pelayanan,Positif
parah aplikasi ni waktu masih 2 jam utk trnsfer sudah d trnsfer tiba2 cancel hilang uang trnsfer tidak ba kmbali buruk sistemnya merugkkan orang hati2,Kualitas,Negatif
mantap teruskan membantu orang orang saya suka nih apk nya kalian harus download karna kalau kalian pengguna baru kalian akan dikasih traktiran 100 gratis,Harga,Positif
